"","station","date","time","vol_flow_est","vol_depth_est","prop_total_sample","sf_proc","prop_sf_proc","genus","species","stage","sex","id","ind_counted","ind_total","abund_m3_flow_est","abund_m3_depth_est","notes","year","yearletter","StationYear"
"11","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Calanus",NA,"C2",NA,"Calanus sp.",3,48,1.13207547169811,0.977795885108983,NA,"2019","A","A 1"
"12","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Calocalanus","styliremis","C5",NA,"Calocalanus styliremis",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"13","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Candacia",NA,"C1",NA,"Candacia sp.",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"14","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,NA,NA,"juvenile",NA,"Chaetognath",5,80,1.88679245283019,1.62965980851497,NA,"2019","A","A 1"
"15","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Clausocalanus","parapergens","C6","F","Clausocalanus parapergens",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"16","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Clausocalanus",NA,"C5",NA,"Clausocalanus sp.",12,192,4.52830188679245,3.91118354043593,NA,"2019","A","A 1"
"17","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Clausocalanus",NA,"C4",NA,"Clausocalanus sp.",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"18","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Disconchoecia","elegans",NA,NA,"Disconchoecia elegans",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"19","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Eucalanus","bungii","C4",NA,"Eucalanus bungii",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"20","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,NA,NA,"calyptopsis",NA,"Euphausiidae",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"21","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,NA,NA,"egg",NA,"Euphausiidae",7,112,2.64150943396226,2.28152373192096,NA,"2019","A","A 1"
"22","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,NA,NA,"<0.5mm",NA,"Halocyprididae sp.",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"23","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Heterostylites",NA,"C2",NA,"Heterostylites sp.",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"24","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Limacina","helicina",NA,NA,"Limacina helicina",21,336,7.92452830188679,6.84457119576288,NA,"2019","A","A 1"
"25","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Metridia","pacifica","C4",NA,"Metridia pacifica",9,144,3.39622641509434,2.93338765532695,NA,"2019","A","A 1"
"26","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Metridia","pacifica","C5",NA,"Metridia pacifica",3,48,1.13207547169811,0.977795885108983,NA,"2019","A","A 1"
"27","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Metridia","pacifica","C6","M","Metridia pacifica",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"28","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Metridia",NA,"C2",NA,"Metridia sp.",14,224,5.28301886792453,4.56304746384192,NA,"2019","A","A 1"
"29","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Metridia",NA,"C3",NA,"Metridia sp.",8,128,3.0188679245283,2.60745569362396,NA,"2019","A","A 1"
"30","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Metridia",NA,"C1",NA,"Metridia sp.",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"31","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Neocalanus","C1",NA,NA,"Neocalanus sp.",21,336,7.92452830188679,6.84457119576288,NA,"2019","A","A 1"
"32","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Neocalanus","C2",NA,NA,"Neocalanus sp.",6,96,2.26415094339623,1.95559177021797,NA,"2019","A","A 1"
"33","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Neocalanus","C3",NA,NA,"Neocalanus sp.",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"34","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Oithona","atlantica","C6","F","Oithona atlantica",21,336,7.92452830188679,6.84457119576288,NA,"2019","A","A 1"
"35","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Oithona","similis","C6","F","Oithona similis",70,1120,26.4150943396226,22.8152373192096,NA,"2019","A","A 1"
"36","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Oithona",NA,"C5",NA,"Oithona sp.",70,1120,26.4150943396226,22.8152373192096,NA,"2019","A","A 1"
"37","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Paracalanus","indicus","C6","F","Paracalanus indicus",4,64,1.50943396226415,1.30372784681198,NA,"2019","A","A 1"
"38","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Paracalanus","parvus","C6","F","Paracalanus parvus",36,576,13.5849056603774,11.7335506213078,NA,"2019","A","A 1"
"39","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Paracalanus",NA,"C5",NA,"Paracalanus sp.",26,416,9.81132075471698,8.47423100427786,NA,"2019","A","A 1"
"40","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Paracalanus",NA,"C4",NA,"Paracalanus sp.",4,64,1.50943396226415,1.30372784681198,NA,"2019","A","A 1"
"41","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Paraeuchaeta",NA,"C1",NA,"Paraeuchaeta sp.",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"42","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus","moultoni","C6","F","Pseudocalanus moultoni",3,48,1.13207547169811,0.977795885108983,NA,"2019","A","A 1"
"43","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus","moultoni","C6","M","Pseudocalanus moultoni",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"44","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus","newmani","C6","F","Pseudocalanus newmani",9,144,3.39622641509434,2.93338765532695,NA,"2019","A","A 1"
"45","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus","newmani","C6","M","Pseudocalanus newmani",3,48,1.13207547169811,0.977795885108983,NA,"2019","A","A 1"
"46","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus",NA,"C5","F","Pseudocalanus sp.",7,112,2.64150943396226,2.28152373192096,NA,"2019","A","A 1"
"47","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus",NA,"C5","M","Pseudocalanus sp.",13,208,4.90566037735849,4.23711550213893,NA,"2019","A","A 1"
"48","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus",NA,"C4",NA,"Pseudocalanus sp.",6,96,2.26415094339623,1.95559177021797,NA,"2019","A","A 1"
"49","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Pseudocalanus",NA,"C3",NA,"Pseudocalanus sp.",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"50","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Racovitzanus","antarcticus","C6","F","Racovitzanus antarcticus",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"51","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Racovitzanus","antarcticus","C5",NA,"Racovitzanus antarcticus",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"52","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Racovitzanus",NA,"C3",NA,"Racovitzanus sp.",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"53","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Scolecithricella","minor","C5",NA,"Scolecithricella minor",4,64,1.50943396226415,1.30372784681198,NA,"2019","A","A 1"
"54","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,"Scolecithricella","minor","C6","F","Scolecithricella minor",2,32,0.754716981132076,0.651863923405989,NA,"2019","A","A 1"
"55","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,"<5",0.0625,NA,NA,"larva",NA,"Spionidae sp.",1,16,0.377358490566038,0.325931961702994,NA,"2019","A","A 1"
"56","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,">10",1,"Eukrohnia","hamata",NA,NA,"Eukrohnia hamata",1,1,0.0235849056603774,0.0203707476064372,NA,"2019","A","A 1"
"57","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,">10",1,"Parasagitta","elegans",NA,NA,"Parasagitta elegans",15,15,0.35377358490566,0.305561214096557,NA,"2019","A","A 1"
"58","1",2019-02-19,1899-12-31 09:30:00,42.4,49.09,1,">10",1,"Pseudosagitta","scrippsae",NA,NA,"Pseudosagitta scrippsae",8,8,0.188679245283019,0.162965980851497,NA,"2019","A","A 1"
"59","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Aglantha","digitale",NA,NA,"Aglantha digitale",2,2,0.0477326968973747,0.0407414952128743,NA,"2019","A","A 2"
"60","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,NA,NA,NA,NA,"Chaetognath sp. (no heads)",83,83,1.98090692124105,1.69077205133428,NA,"2019","A","A 2"
"61","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Clione","limacina",NA,NA,"Clione limacina",4,4,0.0954653937947494,0.0814829904257486,NA,"2019","A","A 2"
"62","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,NA,NA,NA,NA,"Doliolid sp.",3,3,0.0715990453460621,0.0611122428193115,NA,"2019","A","A 2"
"63","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Euaugaptilus","nodifrons","C6","F","Euaugaptilus nodifrons",1,1,0.0238663484486874,0.0203707476064372,"Could be different species, kept in vial","2019","A","A 2"
"64","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Eucalanus","bungii","C5","F","Eucalanus bungii",10,10,0.238663484486874,0.203707476064372,NA,"2019","A","A 2"
"65","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Eucalanus","bungii","C6","F","Eucalanus bungii",34,34,0.81145584725537,0.692605418618863,NA,"2019","A","A 2"
"66","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Eucalanus","bungii","C6","M","Eucalanus bungii",4,4,0.0954653937947494,0.0814829904257486,NA,"2019","A","A 2"
"67","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Eukrohnia","hamata",NA,NA,"Eukrohnia hamata",177,177,4.22434367541766,3.60562232633938,NA,"2019","A","A 2"
"68","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Euphausia","pacifica",NA,NA,"Euphausia pacifica",1,1,0.0238663484486874,0.0203707476064372,NA,"2019","A","A 2"
"69","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Oikopleura","labradoriensis",NA,NA,"Oikopleura labradoriensis",29,29,0.692124105011933,0.590751680586677,NA,"2019","A","A 2"
"70","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Paraeuchaeta","elongata","C6","F","Paraeuchaeta elongata",3,3,0.0715990453460621,0.0611122428193115,NA,"2019","A","A 2"
"71","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Paraeuchaeta","elongata","C5","M","Paraeuchaeta elongata",1,1,0.0238663484486874,0.0203707476064372,NA,"2019","A","A 2"
"72","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Parasagitta","elegans",NA,NA,"Parasagitta elegans",223,223,5.32219570405728,4.54267671623549,NA,"2019","A","A 2"
"73","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Pseudosagitta","scrippsae",NA,NA,"Pseudosagitta scrippsae",2,2,0.0477326968973747,0.0407414952128743,NA,"2019","A","A 2"
"74","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Streetsia","challengeri",NA,NA,"Streetsia challengeri",1,1,0.0238663484486874,0.0203707476064372,NA,"2019","A","A 2"
"75","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Thysanoessa","longipes",NA,NA,"Thysanoessa longipes",1,1,0.0238663484486874,0.0203707476064372,NA,"2019","A","A 2"
"76","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"5-10",1,"Tomopteris","septentrionalis",NA,NA,"Tomopteris septentrionalis",7,7,0.167064439140811,0.14259523324506,NA,"2019","A","A 2"
"77","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Acartia","longiremis","C5",NA,"Acartia longiremis",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"78","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Alacia","minor",NA,NA,"Alacia minor",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"79","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Atlanta",NA,NA,NA,"Atlanta sp.",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"80","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Calanus",NA,"C1",NA,"Calanus sp.",6,96,2.29116945107399,1.95559177021797,NA,"2019","A","A 2"
"81","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Calanus",NA,"C2",NA,"Calanus sp.",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"82","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Calanus",NA,"C3",NA,"Calanus sp.",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"83","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Calocalanus","styliremis","C6","F","Calocalanus styliremis",4,64,1.52744630071599,1.30372784681198,NA,"2019","A","A 2"
"84","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,NA,NA,"juvenile",NA,"Chaetognath",13,208,4.96420047732697,4.23711550213893,NA,"2019","A","A 2"
"85","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Clausocalanus","parapergens","C6","F","Clausocalanus parapergens",5,80,1.90930787589499,1.62965980851497,NA,"2019","A","A 2"
"86","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Clausocalanus",NA,"C5",NA,"Clausocalanus sp.",8,128,3.05489260143198,2.60745569362396,NA,"2019","A","A 2"
"87","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Clausocalanus",NA,"C4",NA,"Clausocalanus sp.",6,96,2.29116945107399,1.95559177021797,NA,"2019","A","A 2"
"88","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Clausocalanus",NA,"C4",NA,"Clausocalanus sp.",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"89","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Conchoecia","spinirostris",NA,NA,"Conchoecia spinirostris",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"90","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,NA,NA,"nauplius",NA,"Copepod nauplius",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"91","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Corycaeus","anglicus","C6","F","Corycaeus anglicus",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"92","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Ctenocalanus","vanus","C6","F","Ctenocalanus vanus",56,896,21.3842482100239,18.2521898553677,NA,"2019","A","A 2"
"93","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Ctenocalanus","vanus","C5",NA,"Ctenocalanus vanus",32,512,12.2195704057279,10.4298227744958,NA,"2019","A","A 2"
"94","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Ctenocalanus","vanus","C6","M","Ctenocalanus vanus",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"95","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Ctenocalanus","vanus","C6","M","Ctenocalanus vanus",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"96","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Disconchoecia","elegans",NA,NA,"Disconchoecia elegans",4,64,1.52744630071599,1.30372784681198,NA,"2019","A","A 2"
"97","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Eucalanus","bungii","C4",NA,"Eucalanus bungii",6,96,2.29116945107399,1.95559177021797,NA,"2019","A","A 2"
"98","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Eucalanus","bungii","C5","M","Eucalanus bungii",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"99","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Eucalanus","bungii","C5","F","Eucalanus bungii",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"100","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Eucalanus",NA,"C3",NA,"Eucalanus sp.",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"101","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Euchirella",NA,"C1",NA,"Euchirella sp.",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"102","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Euchirella",NA,"C2",NA,"Euchirella sp.",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"103","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,NA,NA,"calyptopsis",NA,"Euphausiidae",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"104","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,NA,NA,"egg",NA,"Euphausiidae",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"105","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,NA,NA,"nauplius",NA,"Euphausiidae",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"106","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Fritillaria","borealis",NA,NA,"Fritillaria borealis",17,272,6.49164677804296,5.54084334895091,NA,"2019","A","A 2"
"107","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Gaetanus","intermedius","C6","F","Gaetanus intermedius",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"108","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Gaetanus",NA,"C3",NA,"Gaetanus sp.",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"109","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Heterostylites","longicornis","C5",NA,"Heterostylites longicornis",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"110","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Limacina","helicina",NA,NA,"Limacina helicina",11,176,4.20047732696897,3.58525157873294,NA,"2019","A","A 2"
"111","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Lucicutia","flavicornis","C5",NA,"Lucicutia flavicornis",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"112","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Mesocalanus",NA,"C3",NA,"Mesocalanus sp.",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"113","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Mesocalanus","tenucornis","C6","M","Mesocalanus tenucornis",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"114","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Mesocalanus","tenucornis","C4",NA,"Mesocalanus tenucornis",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"115","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Metridia","pacifica","C4",NA,"Metridia pacifica",28,448,10.6921241050119,9.12609492768384,NA,"2019","A","A 2"
"116","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Metridia","pacifica","C5",NA,"Metridia pacifica",9,144,3.43675417661098,2.93338765532695,NA,"2019","A","A 2"
"117","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Metridia","pacifica","C6","F","Metridia pacifica",2,32,0.763723150357995,0.651863923405989,NA,"2019","A","A 2"
"118","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Metridia",NA,"C1",NA,"Metridia sp.",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"119","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Metridia",NA,"C2",NA,"Metridia sp.",31,496,11.8377088305489,10.1038908127928,NA,"2019","A","A 2"
"120","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Metridia",NA,"C3",NA,"Metridia sp.",45,720,17.1837708830549,14.6669382766348,NA,"2019","A","A 2"
"121","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Microcalanus","pygmaeus","C6","F","Microcalanus pygmaeus",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"122","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Neocalanus","cristatus","C4",NA,"Neocalanus cristatus",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
"123","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Neocalanus",NA,"C1",NA,"Neocalanus sp.",17,272,6.49164677804296,5.54084334895091,NA,"2019","A","A 2"
"124","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Neocalanus",NA,"C2",NA,"Neocalanus sp.",9,144,3.43675417661098,2.93338765532695,NA,"2019","A","A 2"
"125","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Neocalanus",NA,"C3",NA,"Neocalanus sp.",14,224,5.34606205250597,4.56304746384192,NA,"2019","A","A 2"
"126","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Oikopleura","dioica",NA,NA,"Oikopleura dioica",3,48,1.14558472553699,0.977795885108983,NA,"2019","A","A 2"
"127","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Oithona","atlantica","C6","F","Oithona atlantica",13,208,4.96420047732697,4.23711550213893,NA,"2019","A","A 2"
"128","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Oithona","similis","C6","F","Oithona similis",37,592,14.1288782816229,12.0594825830108,NA,"2019","A","A 2"
"129","2",2019-02-19,1899-12-31 19:05:00,41.9,49.09,1,"<5",0.0625,"Oithona",NA,"C4",NA,"Oithona sp.",1,16,0.381861575178998,0.325931961702994,NA,"2019","A","A 2"
